,%Incorrect,Heart of Algebra,Passport to Advanced Math,Problem Solving and Data Analysis,Additional Topics,MC,SA
318,0.1603053435114503,1,0,0,0,0,1
319,0.0717557251908397,0,0,1,0,0,1
320,0.1099236641221374,0,1,0,0,0,1
321,0.0770992366412213,1,0,0,0,0,1
322,0.0801526717557251,1,0,0,0,0,1
323,0.0648854961832061,1,0,0,0,0,1
324,0.3969465648854962,0,0,1,0,0,1
325,0.1374045801526717,0,0,1,0,0,1
326,0.1351145038167938,1,0,0,0,0,1
327,0.3977099236641221,0,1,0,0,0,1
328,0.0748091603053435,0,0,0,1,0,1
329,0.0786259541984732,1,0,0,0,0,1
330,0.4923664122137404,0,0,1,0,0,1
331,0.4679389312977099,0,0,1,0,0,1
332,0.2290076335877862,0,1,0,0,0,1
333,0.3305343511450381,0,0,1,0,0,1
334,0.3381679389312977,0,1,0,0,0,1
335,0.2076335877862595,0,1,0,0,0,1
336,0.6603053435114504,1,0,0,0,0,1
337,0.298473282442748,0,0,1,0,0,1
338,0.4206106870229008,1,0,0,0,0,1
339,0.5061068702290077,0,0,0,1,0,1
340,0.0564885496183206,1,0,0,0,0,1
341,0.3404580152671755,0,0,1,0,0,1
342,0.1389312977099236,1,0,0,0,0,1
343,0.6221374045801527,0,0,0,1,0,1
344,0.5206106870229008,1,0,0,0,0,1
345,0.2015267175572519,0,1,0,0,0,1
346,0.1061068702290076,0,0,1,0,0,1
347,0.4564885496183206,0,0,1,0,0,1
348,0.024024024024024,1,0,0,0,1,0
349,0.1311311311311311,0,0,0,1,1,0
350,0.1841841841841842,1,0,0,0,1,0
351,0.1221221221221221,1,0,0,0,1,0
352,0.048048048048048,1,0,0,0,1,0
353,0.068068068068068,1,0,0,0,1,0
354,0.1751751751751751,0,0,0,1,1,0
355,0.1451451451451451,0,1,0,0,1,0
356,0.033033033033033,0,1,0,0,1,0
357,0.069069069069069,1,0,0,0,1,0
358,0.1671671671671671,0,1,0,0,1,0
359,0.058058058058058,0,1,0,0,1,0
360,0.088088088088088,0,1,0,0,1,0
361,0.1041041041041041,0,0,0,1,1,0
362,0.1481481481481481,0,1,0,0,1,0
363,0.2232232232232232,1,0,0,0,1,0
364,0.3643643643643643,0,1,0,0,1,0
365,0.4524524524524524,1,0,0,0,1,0
366,0.2222222222222222,1,0,0,0,1,0
367,0.2852852852852853,0,1,0,0,1,0
368,0.021021021021021,0,0,1,0,0,1
369,0.056056056056056,1,0,0,0,0,1
370,0.015015015015015,1,0,0,0,0,1
371,0.1491491491491491,0,1,0,0,0,1
372,0.081081081081081,0,0,1,0,0,1
373,0.031031031031031,0,0,1,0,0,1
374,0.026026026026026,0,0,1,0,0,1
375,0.1331331331331331,1,0,0,0,0,1
376,0.0990990990990991,1,0,0,0,0,1
377,0.055055055055055,1,0,0,0,0,1
378,0.049049049049049,0,1,0,0,0,1
379,0.1031031031031031,1,0,0,0,0,1
380,0.1371371371371371,0,0,1,0,0,1
381,0.3053053053053053,0,0,1,0,0,1
382,0.1941941941941942,0,0,0,1,0,1
383,0.02002002002002,0,1,0,0,0,1
384,0.3923923923923924,1,0,0,0,0,1
385,0.032032032032032,0,0,1,0,0,1
386,0.3483483483483483,0,0,1,0,0,1
387,0.1931931931931932,1,0,0,0,0,1
388,0.072072072072072,1,0,0,0,0,1
389,0.3563563563563564,0,0,1,0,0,1
390,0.1371371371371371,0,1,0,0,0,1
391,0.2172172172172172,0,0,1,0,0,1
392,0.4014014014014014,0,0,1,0,0,1
393,0.084084084084084,0,1,0,0,0,1
394,0.2072072072072072,0,0,0,1,0,1
395,0.3583583583583583,0,1,0,0,0,1
396,0.2862862862862863,0,1,0,0,0,1
397,0.4334334334334334,1,0,0,0,0,1
398,0.1011011011011011,1,0,0,0,0,1
399,0.1771771771771771,0,0,1,0,0,1
400,0.5275275275275275,1,0,0,0,0,1
401,0.5185185185185185,0,0,0,1,0,1
402,0.2862862862862863,0,0,1,0,0,1
403,0.1281281281281281,0,1,0,0,0,1
404,0.4154154154154154,0,0,1,0,0,1
405,0.5385385385385385,0,0,1,0,0,1
406,0.2543046357615894,1,0,0,0,1,0
407,0.1536423841059602,1,0,0,0,1,0
408,0.1072847682119205,0,0,0,1,1,0
409,0.0635761589403973,1,0,0,0,1,0
410,0.0291390728476821,0,1,0,0,1,0
411,0.0728476821192053,0,0,0,1,1,0
412,0.1165562913907284,1,0,0,0,1,0
413,0.0781456953642384,0,1,0,0,1,0
414,0.3086092715231788,0,1,0,0,1,0
415,0.1470198675496688,0,1,0,0,1,0
416,0.3748344370860927,1,0,0,0,1,0
417,0.1854304635761589,0,1,0,0,1,0
418,0.0662251655629139,0,1,0,0,1,0
419,0.5814569536423841,0,1,0,0,1,0
420,0.2754966887417218,0,0,0,1,1,0
421,0.1059602649006622,1,0,0,0,1,0
422,0.5377483443708609,1,0,0,0,1,0
423,0.2317880794701986,0,1,0,0,1,0
424,0.2463576158940397,0,1,0,0,1,0
425,0.7708609271523179,1,0,0,0,1,0
426,0.0556291390728476,1,0,0,0,0,1
427,0.0741721854304635,0,0,1,0,0,1
428,0.166887417218543,0,0,1,0,0,1
429,0.0158940397350993,0,0,1,0,0,1
430,0.0225165562913907,1,0,0,0,0,1
431,0.0132450331125827,1,0,0,0,0,1
432,0.062251655629139,1,0,0,0,0,1
433,0.0516556291390728,1,0,0,0,0,1
434,0.143046357615894,0,1,0,0,0,1
435,0.0556291390728476,0,1,0,0,0,1
436,0.3125827814569536,1,0,0,0,0,1
437,0.143046357615894,0,0,1,0,0,1
438,0.0662251655629139,0,1,0,0,0,1
439,0.0582781456953642,1,0,0,0,0,1
440,0.0225165562913907,0,1,0,0,0,1
441,0.1801324503311258,0,0,0,1,0,1
442,0.1536423841059602,1,0,0,0,0,1
443,0.1549668874172185,0,1,0,0,0,1
444,0.3774834437086092,1,0,0,0,0,1
445,0.1205298013245033,0,0,1,0,0,1
446,0.1880794701986755,0,0,1,0,0,1
447,0.223841059602649,1,0,0,0,0,1
448,0.3019867549668874,0,0,1,0,0,1
449,0.2503311258278146,0,0,1,0,0,1
450,0.2225165562913907,0,0,1,0,0,1
451,0.0688741721854304,0,1,0,0,0,1
452,0.5549668874172186,0,0,0,1,0,1
453,0.3814569536423841,0,1,0,0,0,1
454,0.3205298013245033,1,0,0,0,0,1
455,0.2105960264900662,0,1,0,0,0,1
456,0.0794701986754966,1,0,0,0,0,1
457,0.2039735099337748,0,0,1,0,0,1
458,0.0741721854304635,0,1,0,0,0,1
459,0.2397350993377483,1,0,0,0,0,1
460,0.5708609271523178,0,1,0,0,0,1
461,0.5298013245033113,0,0,0,1,0,1
462,0.5059602649006623,0,1,0,0,0,1
463,0.6794701986754967,0,1,0,0,0,1
464,0.0251450676982591,1,0,0,0,1,0
465,0.1624758220502901,0,1,0,0,1,0
466,0.0406189555125725,0,1,0,0,1,0
467,0.1237911025145067,1,0,0,0,1,0
468,0.1895551257253385,1,0,0,0,1,0
469,0.2475822050290135,0,1,0,0,1,0
470,0.0618955512572533,0,1,0,0,1,0
471,0.3172147001934235,1,0,0,0,1,0
472,0.1392649903288201,1,0,0,0,1,0
473,0.4738878143133462,0,1,0,0,1,0
474,0.5241779497098646,0,1,0,0,1,0
475,0.1295938104448742,0,1,0,0,1,0
476,0.5493230174081238,0,0,0,1,1,0
477,0.3268858800773694,0,1,0,0,1,0
478,0.2843326885880077,1,0,0,0,1,0
479,0.1663442940038684,0,1,0,0,1,0
480,0.1914893617021276,1,0,0,0,1,0
481,0.6595744680851063,0,0,0,1,1,0
482,0.4506769825918762,1,0,0,0,1,0
483,0.5377176015473888,0,0,0,1,1,0
484,0.04642166344294,0,0,1,0,0,1
485,0.034816247582205,0,0,1,0,0,1
486,0.0715667311411992,0,0,1,0,0,1
487,0.0386847195357833,0,0,1,0,0,1
488,0.0618955512572533,1,0,0,0,0,1
489,0.0638297872340425,0,1,0,0,0,1
490,0.0174081237911025,1,0,0,0,0,1
491,0.2224371373307543,0,1,0,0,0,1
492,0.1005802707930367,1,0,0,0,0,1
493,0.1392649903288201,0,0,1,0,0,1
494,0.3829787234042553,0,0,1,0,0,1
495,0.3075435203094777,0,0,1,0,0,1
496,0.2669245647969052,0,1,0,0,0,1
497,0.3404255319148936,0,1,0,0,0,1
498,0.0947775628626692,0,0,1,0,0,1
499,0.1740812379110251,0,0,1,0,0,1
500,0.2862669245647969,0,1,0,0,0,1
501,0.1972920696324951,0,0,1,0,0,1
502,0.195357833655706,0,0,1,0,0,1
503,0.2050290135396518,1,0,0,0,0,1
504,0.1102514506769826,1,0,0,0,0,1
505,0.3829787234042553,0,0,0,1,0,1
506,0.4100580270793036,1,0,0,0,0,1
507,0.3230174081237911,0,0,0,1,0,1
508,0.11605415860735,0,0,1,0,0,1
509,0.4216634429400386,0,0,0,1,0,1
510,0.4235976789168278,1,0,0,0,0,1
511,0.1315280464216634,0,1,0,0,0,1
512,0.402321083172147,0,0,1,0,0,1
513,0.379110251450677,0,0,1,0,0,1
514,0.3404255319148936,0,1,0,0,0,1
515,0.2379110251450677,1,0,0,0,0,1
516,0.3230174081237911,0,0,0,1,0,1
517,0.1740812379110251,1,0,0,0,0,1
518,0.1856866537717601,0,0,1,0,0,1
519,0.3249516441005802,1,0,0,0,0,1
520,0.1411992263056092,0,1,0,0,0,1
521,0.6170212765957447,0,1,0,0,0,1
522,0.1404011461318051,0,1,0,0,1,0
523,0.160458452722063,1,0,0,0,1,0
524,0.0458452722063037,1,0,0,0,1,0
525,0.1088825214899713,0,1,0,0,1,0
526,0.2234957020057306,0,1,0,0,1,0
527,0.0028653295128939,0,1,0,0,1,0
528,0.1518624641833811,1,0,0,0,1,0
529,0.1977077363896848,1,0,0,0,1,0
530,0.3381088825214899,0,1,0,0,1,0
531,0.2779369627507163,0,1,0,0,1,0
532,0.1146131805157593,0,1,0,0,1,0
533,0.3381088825214899,1,0,0,0,1,0
534,0.5702005730659025,0,0,0,1,1,0
535,0.504297994269341,0,1,0,0,1,0
536,0.3008595988538682,0,1,0,0,1,0
537,0.5759312320916905,0,0,0,1,1,0
538,0.1461318051575931,0,1,0,0,1,0
539,0.2063037249283667,0,0,0,1,1,0
540,0.3581661891117478,1,0,0,0,1,0
541,0.4871060171919771,1,0,0,0,1,0
542,0.0630372492836676,1,0,0,0,0,1
543,0.0573065902578796,0,0,1,0,0,1
544,0.0830945558739255,0,0,1,0,0,1
545,0.0143266475644699,1,0,0,0,0,1
546,0.1404011461318051,1,0,0,0,0,1
547,0.0372492836676217,0,0,1,0,0,1
548,0.0630372492836676,0,0,1,0,0,1
549,0.1146131805157593,0,0,1,0,0,1
550,0.0888252148997134,1,0,0,0,0,1
551,0.1060171919770773,0,1,0,0,0,1
552,0.0200573065902578,0,0,1,0,0,1
553,0.4212034383954154,0,0,1,0,0,1
554,0.1174785100286533,0,1,0,0,0,1
555,0.1174785100286533,0,1,0,0,0,1
556,0.2636103151862464,0,0,0,1,0,1
557,0.7392550143266475,0,0,1,0,0,1
558,0.4469914040114613,0,0,1,0,0,1
559,0.1174785100286533,1,0,0,0,0,1
560,0.1461318051575931,0,0,1,0,0,1
561,0.2607449856733524,0,0,0,1,0,1
562,0.4584527220630373,0,1,0,0,0,1
563,0.2206303724928366,0,1,0,0,0,1
564,0.3409742120343839,1,0,0,0,0,1
565,0.1690544412607449,0,0,1,0,0,1
566,0.2779369627507163,1,0,0,0,0,1
567,0.4584527220630373,0,0,1,0,0,1
568,0.2063037249283667,1,0,0,0,0,1
569,0.4126074498567335,0,1,0,0,0,1
570,0.3810888252148997,0,1,0,0,0,1
571,0.4871060171919771,0,1,0,0,0,1
572,0.2750716332378223,0,0,1,0,0,1
573,0.664756446991404,0,0,0,1,0,1
574,0.1432664756446991,1,0,0,0,0,1
575,0.3925501432664756,1,0,0,0,0,1
576,0.5157593123209169,0,1,0,0,0,1
577,0.2578796561604584,0,0,0,1,0,1
578,0.2750716332378223,0,1,0,0,0,1
579,0.5243553008595988,0,1,0,0,0,1
580,0.6232558139534884,1,0,0,0,1,0
581,0.0372093023255813,1,0,0,0,1,0
582,0.0511627906976744,1,0,0,0,1,0
583,0.0511627906976744,0,1,0,0,1,0
584,0.0465116279069767,0,1,0,0,1,0
585,0.3953488372093023,1,0,0,0,1,0
586,0.4837209302325581,0,1,0,0,1,0
587,0.2511627906976744,0,1,0,0,1,0
588,0.0465116279069767,0,0,0,1,1,0
589,0.2930232558139535,0,1,0,0,1,0
590,0.1395348837209302,0,1,0,0,1,0
591,0.1767441860465116,1,0,0,0,1,0
592,0.3441860465116279,0,1,0,0,1,0
593,0.2930232558139535,0,1,0,0,1,0
594,0.041860465116279,0,1,0,0,1,0
595,0.2,0,1,0,0,1,0
596,0.3023255813953488,1,0,0,0,1,0
597,0.1674418604651162,0,0,0,1,1,0
598,0.3116279069767442,0,0,0,1,1,0
599,0.6186046511627907,1,0,0,0,1,0
600,0.0744186046511627,1,0,0,0,0,1
601,0.0232558139534883,1,0,0,0,0,1
602,0.0093023255813953,0,0,1,0,0,1
603,0.0325581395348837,1,0,0,0,0,1
604,0.1116279069767441,0,1,0,0,0,1
605,0.013953488372093,0,0,1,0,0,1
606,0.0837209302325581,0,0,1,0,0,1
607,0.0883720930232558,1,0,0,0,0,1
608,0.0790697674418604,0,1,0,0,0,1
609,0.041860465116279,1,0,0,0,0,1
610,0.1953488372093023,1,0,0,0,0,1
611,0.0651162790697674,1,0,0,0,0,1
612,0.1534883720930232,0,0,1,0,0,1
613,0.213953488372093,0,0,1,0,0,1
614,0.1720930232558139,0,0,1,0,0,1
615,0.1069767441860465,0,0,1,0,0,1
616,0.1674418604651162,0,0,1,0,0,1
617,0.2837209302325581,0,0,1,0,0,1
618,0.3348837209302325,0,0,1,0,0,1
619,0.5813953488372093,0,1,0,0,0,1
620,0.3255813953488372,0,1,0,0,0,1
621,0.0883720930232558,0,0,1,0,0,1
622,0.2232558139534883,0,0,1,0,0,1
623,0.4,0,0,0,1,0,1
624,0.055813953488372,0,1,0,0,0,1
625,0.241860465116279,0,1,0,0,0,1
626,0.241860465116279,0,1,0,0,0,1
627,0.4325581395348837,0,0,0,1,0,1
628,0.3255813953488372,0,0,1,0,0,1
629,0.2976744186046511,0,1,0,0,0,1
630,0.0465116279069767,1,0,0,0,0,1
631,0.0325581395348837,1,0,0,0,0,1
632,0.2697674418604651,0,0,1,0,0,1
633,0.4837209302325581,0,1,0,0,0,1
634,0.0372093023255813,1,0,0,0,0,1
635,0.2837209302325581,0,0,0,1,0,1
636,0.4790697674418605,0,1,0,0,0,1
637,0.5023255813953489,0,1,0,0,0,1
